nombre,precio,date,time,change,open,high,low,volume
"Puerro",50.32,"6/11/2007","10:25am",+0.18,50.30,50.64,50.04,2654700
"Mandarina",30.09,"6/11/2007","10:31am",+0.04,30.05,30.25,29.93,12221463
"Ajo",26.39,"6/11/2007","10:26am",-0.13,26.50,26.53,26.34,3224570
"Rabanito",63.04,"6/11/2007","10:25am",-0.03,62.80,63.10,62.75,1243746
"T",40.001,"6/11/2007","10:26am",-0.259,40.20,40.25,39.89,2441800
"Espinaca",69.63,"6/11/2007","10:26am",-0.60,69.85,70.20,69.51,446700
"Acelga",43.12,"6/11/2007","10:26am",+0.05,42.95,43.19,42.89,1681910
"Zanahoria",49.595,"6/11/2007","10:26am",-0.485,49.90,50.00,49.57,1951400
"Papa",82.79,"6/11/2007","10:26am",+0.11,82.68,83.11,82.35,2330500
"Lima",39.555,"6/11/2007","10:31am",-0.105,39.67,40.18,39.43,944980
"Granada ",71.32,"6/11/2007","10:30am",-0.21,71.29,71.60,71.15,953042
"Uva",62.79,"6/11/2007","10:31am",-0.25,62.79,63.07,62.42,1329020
"Ciruela",97.85,"6/11/2007","10:31am",-0.34,98.25,98.79,97.74,531200
"C",52.92,"6/11/2007","10:31am",-0.41,53.20,53.25,52.81,1746999
"Caqui",78.43,"6/11/2007","10:30am",-0.09,78.32,78.99,78.06,751652
"Berenjena",50.88,"6/11/2007","10:30am",-0.25,51.13,51.21,50.69,698200
"Lechuga",34.21,"6/11/2007","10:30am",+0.01,34.28,34.44,34.12,1097150
"Durazno",37.28,"6/11/2007","10:31am",-0.04,37.07,37.41,37.05,3653019
"Remolacha",31.15,"6/11/2007","10:31am",+0.15,31.00,31.62,30.90,4256179
"Habas",37.75,"6/11/2007","10:31am",-0.20,37.78,37.83,37.62,1712669
"HON",57.09,"6/11/2007","10:30am",-0.29,57.25,57.40,57.03,481100
"Frambuesa",46.08,"6/11/2007","10:30am",+0.38,45.80,46.29,45.46,2341480
"Naranja",103.20,"6/11/2007","10:30am",+0.13,102.87,103.63,102.50,1182000
"Bruselas",21.85,"6/11/2007","10:36am",+0.02,21.70,21.95,21.69,8728776
"Batata",62.59,"6/11/2007","10:31am",+0.46,62.89,62.89,62.15,1771778
"Rúcula",50.13,"6/11/2007","10:30am",-0.28,50.41,50.55,50.05,1552000
"Repollo",51.34,"6/11/2007","10:31am",-0.33,51.67,51.82,51.32,4669560
"Cebolla",51.20,"6/11/2007","10:30am",-0.21,51.47,51.47,50.98,779219
"Cebollín",85.54,"6/11/2007","10:30am",-0.40,85.94,85.98,85.41,502100
"MO",69.89,"6/11/2007","10:31am",-0.41,70.25,70.30,69.76,1759605
"Puerro",50.35,"6/11/2007","10:30am",+0.21,50.30,50.64,50.04,2706300
"Mandarina",30.11,"6/11/2007","10:36am",+0.06,30.05,30.25,29.93,12723552
"Ajo",26.38,"6/11/2007","10:30am",-0.14,26.50,26.53,26.34,3420170
"Rabanito",63.07,"6/11/2007","10:31am",0.00,62.80,63.10,62.75,1285746
"T",40.05,"6/11/2007","10:30am",-0.21,40.20,40.25,39.89,2609700
"Espinaca",69.60,"6/11/2007","10:31am",-0.63,69.85,70.20,69.51,500000
"Acelga",43.15,"6/11/2007","10:30am",+0.08,42.95,43.19,42.89,1759910
"Zanahoria",49.61,"6/11/2007","10:31am",-0.47,49.90,50.00,49.57,2038300
"Papa",82.69,"6/11/2007","10:31am",+0.01,82.68,83.11,82.35,2496800
"Lima",39.56,"6/11/2007","10:36am",-0.10,39.67,40.18,39.43,999880
"Granada ",71.37,"6/11/2007","10:36am",-0.16,71.29,71.60,71.15,991742
"Uva",62.89,"6/11/2007","10:36am",-0.15,62.79,63.07,62.42,1356220
"Ciruela",98.00,"6/11/2007","10:36am",-0.19,98.25,98.79,97.74,561900
"C",52.97,"6/11/2007","10:36am",-0.36,53.20,53.25,52.81,1864099
"Caqui",78.53,"6/11/2007","10:36am",+0.01,78.32,78.99,78.06,785752
"Berenjena",50.85,"6/11/2007","10:35am",-0.28,51.13,51.21,50.69,754500
"Lechuga",34.22,"6/11/2007","10:36am",+0.02,34.28,34.44,34.12,1157550
"Durazno",37.30,"6/11/2007","10:36am",-0.02,37.07,37.41,37.05,3926919
"Remolacha",31.15,"6/11/2007","10:36am",+0.15,31.00,31.62,30.90,4421279
"Habas",37.76,"6/11/2007","10:36am",-0.19,37.78,37.83,37.62,1911069
"HON",57.08,"6/11/2007","10:36am",-0.30,57.25,57.40,57.00,530800
"Frambuesa",46.01,"6/11/2007","10:35am",+0.31,45.80,46.29,45.46,2464880
"Naranja",103.19,"6/11/2007","10:36am",+0.12,102.87,103.63,102.50,1242400
"Bruselas",21.88,"6/11/2007","10:41am",+0.05,21.70,21.95,21.69,9039718
"Batata",62.54,"6/11/2007","10:35am",+0.41,62.89,62.89,62.15,1848378
"Rúcula",50.17,"6/11/2007","10:36am",-0.24,50.41,50.55,50.05,1615800
"Repollo",51.37,"6/11/2007","10:35am",-0.30,51.67,51.82,51.32,4715160
"Cebolla",51.19,"6/11/2007","10:36am",-0.22,51.47,51.47,50.98,862419
"Cebollín",85.60,"6/11/2007","10:36am",-0.34,85.94,85.98,85.41,535100
"MO",69.90,"6/11/2007","10:36am",-0.40,70.25,70.30,69.76,1818105
"Puerro",50.405,"6/11/2007","10:36am",+0.265,50.30,50.64,50.04,2773500
"Mandarina",30.08,"6/11/2007","10:41am",+0.03,30.05,30.25,29.93,13110210
"Ajo",26.37,"6/11/2007","10:36am",-0.15,26.50,26.53,26.34,3656096
"Rabanito",63.07,"6/11/2007","10:36am",0.00,62.80,63.10,62.75,1344746
"T",40.03,"6/11/2007","10:36am",-0.23,40.20,40.25,39.89,2759900
"Espinaca",69.6875,"6/11/2007","10:36am",-0.5425,69.85,70.20,69.51,573400
"Acelga",43.17,"6/11/2007","10:36am",+0.10,42.95,43.19,42.89,1809710
"Zanahoria",49.71,"6/11/2007","10:36am",-0.37,49.90,50.00,49.56,2171500
"Papa",82.87,"6/11/2007","10:36am",+0.19,82.68,83.11,82.35,2657200
"Lima",39.59,"6/11/2007","10:41am",-0.07,39.67,40.18,39.43,1035980
"Granada ",71.38,"6/11/2007","10:41am",-0.15,71.29,71.60,71.15,1036342
"Uva",62.99,"6/11/2007","10:40am",-0.05,62.79,63.07,62.42,1401320
"Ciruela",97.98,"6/11/2007","10:40am",-0.21,98.25,98.79,97.74,586200
"C",53.04,"6/11/2007","10:41am",-0.29,53.20,53.25,52.81,1974394
"Caqui",78.47,"6/11/2007","10:40am",-0.05,78.32,78.99,78.06,811452
"Berenjena",50.75,"6/11/2007","10:41am",-0.38,51.13,51.21,50.69,816700
"Lechuga",34.22,"6/11/2007","10:41am",+0.02,34.28,34.44,34.12,1264950
"Durazno",37.32,"6/11/2007","10:41am",0.00,37.07,37.41,37.05,4056919
"Remolacha",31.15,"6/11/2007","10:41am",+0.15,31.00,31.62,30.90,4500679
"Habas",37.74,"6/11/2007","10:40am",-0.21,37.78,37.83,37.62,1949569
"HON",57.05,"6/11/2007","10:40am",-0.33,57.25,57.40,57.00,566900
"Frambuesa",45.95,"6/11/2007","10:41am",+0.25,45.80,46.29,45.46,2574530
"Naranja",103.23,"6/11/2007","10:40am",+0.16,102.87,103.63,102.50,1272000
"Bruselas",21.88,"6/11/2007","10:46am",+0.05,21.70,21.95,21.69,9537433
"Batata",62.52,"6/11/2007","10:41am",+0.39,62.89,62.89,62.15,1896678
"Rúcula",50.18,"6/11/2007","10:41am",-0.23,50.41,50.55,50.05,1682000
"Repollo",51.38,"6/11/2007","10:40am",-0.29,51.67,51.82,51.32,4744560
"Cebolla",51.20,"6/11/2007","10:40am",-0.21,51.47,51.47,50.98,903219
"Cebollín",85.61,"6/11/2007","10:40am",-0.33,85.94,85.98,85.41,544900
"MO",69.95,"6/11/2007","10:40am",-0.35,70.25,70.30,69.76,1858005
"Puerro",50.49,"6/11/2007","10:40am",+0.35,50.30,50.64,50.04,2889100
"Mandarina",30.022,"6/11/2007","10:45am",-0.028,30.05,30.25,29.93,13503536
"Ajo",26.365,"6/11/2007","10:40am",-0.155,26.50,26.53,26.34,3770896
"Rabanito",63.08,"6/11/2007","10:41am",+0.01,62.80,63.12,62.75,1435146
"T",39.99,"6/11/2007","10:41am",-0.27,40.20,40.25,39.89,2921500
"Espinaca",69.77,"6/11/2007","10:41am",-0.46,69.85,70.20,69.51,589900
"Acelga",43.19,"6/11/2007","10:40am",+0.12,42.95,43.19,42.89,1878010
"Zanahoria",49.625,"6/11/2007","10:41am",-0.455,49.90,50.00,49.56,2239000
"Papa",82.89,"6/11/2007","10:40am",+0.21,82.68,83.11,82.35,2766800
"Lima",39.54,"6/11/2007","10:46am",-0.12,39.67,40.18,39.43,1080380
"Granada ",71.32,"6/11/2007","10:46am",-0.21,71.29,71.60,71.15,1071642
"Uva",62.85,"6/11/2007","10:46am",-0.19,62.79,63.07,62.42,1441520
"Ciruela",98.00,"6/11/2007","10:45am",-0.19,98.25,98.79,97.74,632300
"C",52.95,"6/11/2007","10:46am",-0.38,53.20,53.25,52.81,2045194
"Caqui",78.50,"6/11/2007","10:45am",-0.02,78.32,78.99,78.06,834252
"Berenjena",50.64,"6/11/2007","10:46am",-0.49,51.13,51.21,50.63,893400
"Lechuga",34.21,"6/11/2007","10:45am",+0.01,34.28,34.44,34.12,1344850
"Durazno",37.2627,"6/11/2007","10:46am",-0.0573,37.07,37.41,37.05,4537419
"Remolacha",31.13,"6/11/2007","10:45am",+0.13,31.00,31.62,30.90,4598979
"Habas",37.73,"6/11/2007","10:46am",-0.22,37.78,37.83,37.62,2039969
"HON",57.05,"6/11/2007","10:45am",-0.33,57.25,57.40,57.00,611200
"Frambuesa",45.89,"6/11/2007","10:46am",+0.19,45.80,46.29,45.46,2729030
"Naranja",103.19,"6/11/2007","10:46am",+0.12,102.87,103.63,102.50,1319400
"Bruselas",21.90,"6/11/2007","10:51am",+0.07,21.70,21.95,21.69,9897575
"Batata",62.42,"6/11/2007","10:46am",+0.29,62.89,62.89,62.15,1948833
"Rúcula",50.20,"6/11/2007","10:46am",-0.21,50.41,50.55,50.05,1760600
"Repollo",51.38,"6/11/2007","10:46am",-0.29,51.67,51.82,51.32,4787060
"Cebolla",51.21,"6/11/2007","10:45am",-0.20,51.47,51.47,50.98,957919
"Cebollín",85.54,"6/11/2007","10:45am",-0.40,85.94,85.98,85.41,565800
"MO",69.96,"6/11/2007","10:45am",-0.34,70.25,70.30,69.76,1992005
"Puerro",50.41,"6/11/2007","10:45am",+0.27,50.30,50.64,50.04,2985100
"Mandarina",30.04,"6/11/2007","10:50am",-0.01,30.05,30.25,29.93,13852152
"Ajo",26.37,"6/11/2007","10:46am",-0.15,26.50,26.53,26.34,4020496
"Rabanito",63.02,"6/11/2007","10:45am",-0.05,62.80,63.12,62.75,1542146
"T",39.95,"6/11/2007","10:46am",-0.31,40.20,40.25,39.89,3119000
"Espinaca",69.72,"6/11/2007","10:45am",-0.51,69.85,70.20,69.51,611500
"Acelga",43.18,"6/11/2007","10:45am",+0.11,42.95,43.20,42.89,1971710
"Zanahoria",49.60,"6/11/2007","10:46am",-0.48,49.90,50.00,49.56,2280600
"Papa",82.72,"6/11/2007","10:46am",+0.04,82.68,83.11,82.35,2888400
"Lima",39.65,"6/11/2007","10:50am",-0.01,39.67,40.18,39.43,1109080
"Granada ",71.44,"6/11/2007","10:50am",-0.09,71.29,71.60,71.15,1102442
"Uva",62.83,"6/11/2007","10:50am",-0.21,62.79,63.07,62.42,1484920
"Ciruela",98.11,"6/11/2007","10:51am",-0.08,98.25,98.79,97.74,653100
"C",53.01,"6/11/2007","10:51am",-0.32,53.20,53.25,52.81,2147094
"Caqui",78.56,"6/11/2007","10:50am",+0.04,78.32,78.99,78.06,857252
"Berenjena",50.78,"6/11/2007","10:50am",-0.35,51.13,51.21,50.62,931500
"Lechuga",34.24,"6/11/2007","10:51am",+0.04,34.28,34.44,34.12,1456950
"Durazno",37.29,"6/11/2007","10:51am",-0.03,37.07,37.41,37.05,6374978
"Remolacha",31.17,"6/11/2007","10:50am",+0.17,31.00,31.62,30.90,4686579
"Habas",37.745,"6/11/2007","10:51am",-0.205,37.78,37.83,37.62,2111769
"HON",57.14,"6/11/2007","10:51am",-0.24,57.25,57.40,57.00,672700
"Frambuesa",46.03,"6/11/2007","10:51am",+0.33,45.80,46.29,45.46,2822530
"Naranja",103.39,"6/11/2007","10:51am",+0.32,102.87,103.63,102.50,1365400
"Bruselas",21.89,"6/11/2007","10:56am",+0.06,21.70,21.95,21.69,10794661
"Batata",62.60,"6/11/2007","10:51am",+0.47,62.89,62.89,62.15,2051122
"Rúcula",50.25,"6/11/2007","10:50am",-0.16,50.41,50.55,50.05,1853000
"Repollo",51.46,"6/11/2007","10:51am",-0.21,51.67,51.82,51.32,4861660
"Cebolla",51.34,"6/11/2007","10:50am",-0.07,51.47,51.47,50.98,999019
"Cebollín",85.53,"6/11/2007","10:50am",-0.41,85.94,85.98,85.41,582200
"MO",70.0411,"6/11/2007","10:51am",-0.2589,70.25,70.30,69.76,2064105
"Puerro",50.48,"6/11/2007","10:51am",+0.34,50.30,50.64,50.04,3053000
"Mandarina",30.01,"6/11/2007","10:56am",-0.04,30.05,30.25,29.93,14553915
"Ajo",26.385,"6/11/2007","10:51am",-0.135,26.50,26.53,26.34,4373096
"Rabanito",63.04,"6/11/2007","10:51am",-0.03,62.80,63.12,62.75,1613346
"T",39.97,"6/11/2007","10:51am",-0.29,40.20,40.25,39.89,3263300
"Espinaca",69.79,"6/11/2007","10:51am",-0.44,69.85,70.20,69.51,629700
"Acelga",43.19,"6/11/2007","10:50am",+0.12,42.95,43.20,42.89,2067610
"Zanahoria",49.70,"6/11/2007","10:51am",-0.38,49.90,50.00,49.56,2349800
"Papa",82.73,"6/11/2007","10:51am",+0.05,82.68,83.11,82.35,2994800
"Lima",39.67,"6/11/2007","10:56am",+0.01,39.67,40.18,39.43,1139080
"Granada ",71.45,"6/11/2007","10:55am",-0.08,71.29,71.60,71.15,1141342
"Uva",62.94,"6/11/2007","10:56am",-0.10,62.79,63.07,62.42,1517420
"Ciruela",98.18,"6/11/2007","10:56am",-0.01,98.25,98.79,97.74,695900
"C",53.02,"6/11/2007","10:56am",-0.31,53.20,53.25,52.81,2245494
"Caqui",78.57,"6/11/2007","10:56am",+0.05,78.32,78.99,78.06,892252
"Berenjena",50.8276,"6/11/2007","10:55am",-0.3024,51.13,51.21,50.62,991900
"Lechuga",34.23,"6/11/2007","10:56am",+0.03,34.28,34.44,34.12,1533350
"Durazno",37.34,"6/11/2007","10:56am",+0.02,37.07,37.41,37.05,6871678
"Remolacha",31.20,"6/11/2007","10:56am",+0.20,31.00,31.62,30.90,4845779
"Habas",37.74,"6/11/2007","10:56am",-0.21,37.78,37.83,37.62,2282669
"HON",57.17,"6/11/2007","10:56am",-0.21,57.25,57.40,57.00,700800
"Frambuesa",46.07,"6/11/2007","10:56am",+0.37,45.80,46.29,45.46,2941930
"Naranja",103.48,"6/11/2007","10:56am",+0.41,102.87,103.63,102.50,1449900
"Bruselas",21.93,"6/11/2007","11:01am",+0.10,21.70,21.95,21.69,11463765
"Batata",62.47,"6/11/2007","10:56am",+0.34,62.89,62.89,62.15,2184222
"Rúcula",50.27,"6/11/2007","10:56am",-0.14,50.41,50.55,50.05,1992300
"Repollo",51.45,"6/11/2007","10:56am",-0.22,51.67,51.82,51.32,4959242
"Cebolla",51.39,"6/11/2007","10:56am",-0.02,51.47,51.47,50.98,1065114
"Cebollín",85.58,"6/11/2007","10:56am",-0.36,85.94,85.98,85.41,603300
"MO",70.09,"6/11/2007","10:56am",-0.21,70.25,70.30,69.76,2152505
"Puerro",50.45,"6/11/2007","10:56am",+0.31,50.30,50.64,50.04,3120700
"Mandarina",29.985,"6/11/2007","11:01am",-0.065,30.05,30.25,29.93,15025412
"Ajo",26.35,"6/11/2007","10:55am",-0.17,26.50,26.53,26.34,4707596
"Rabanito",63.01,"6/11/2007","10:56am",-0.06,62.80,63.12,62.75,1804846
"T",40.01,"6/11/2007","10:56am",-0.25,40.20,40.25,39.89,3433900
"Espinaca",69.90,"6/11/2007","10:56am",-0.33,69.85,70.20,69.51,647800
"Acelga",43.17,"6/11/2007","10:56am",+0.10,42.95,43.20,42.89,2246610
"Zanahoria",49.61,"6/11/2007","10:56am",-0.47,49.90,50.00,49.56,2553200
"Papa",82.90,"6/11/2007","10:56am",+0.22,82.68,83.11,82.35,3157200
"Lima",39.65,"6/11/2007","11:01am",-0.01,39.67,40.18,39.43,1162580
"Granada ",71.46,"6/11/2007","11:01am",-0.07,71.29,71.60,71.15,1167442
"Uva",62.99,"6/11/2007","11:00am",-0.05,62.79,63.07,62.42,1532720
"Ciruela",98.09,"6/11/2007","11:01am",-0.10,98.25,98.79,97.74,714300
"C",53.11,"6/11/2007","11:01am",-0.22,53.20,53.25,52.81,2344994
"Caqui",78.52,"6/11/2007","11:00am",0.00,78.32,78.99,78.06,915752
"Berenjena",50.75,"6/11/2007","11:01am",-0.38,51.13,51.21,50.62,1025100
"Lechuga",34.22,"6/11/2007","11:01am",+0.02,34.28,34.44,34.12,1567750
"Durazno",37.32,"6/11/2007","11:01am",0.00,37.07,37.41,37.05,7016378
"Remolacha",31.22,"6/11/2007","11:01am",+0.22,31.00,31.62,30.90,4944879
"Habas",37.73,"6/11/2007","11:01am",-0.22,37.78,37.83,37.62,2556369
"HON",57.10,"6/11/2007","11:01am",-0.28,57.25,57.40,57.00,794183
"Frambuesa",46.06,"6/11/2007","11:01am",+0.36,45.80,46.29,45.46,3023656
"Naranja",103.37,"6/11/2007","11:01am",+0.30,102.87,103.63,102.50,1483400
"Bruselas",21.97,"6/11/2007","11:06am",+0.14,21.70,21.97,21.69,12553376
"Batata",62.46,"6/11/2007","11:01am",+0.33,62.89,62.89,62.15,2309522
"Rúcula",50.32,"6/11/2007","11:01am",-0.09,50.41,50.55,50.05,2110500
"Repollo",51.42,"6/11/2007","11:01am",-0.25,51.67,51.82,51.32,5000442
"Cebolla",51.50,"6/11/2007","11:01am",+0.09,51.47,51.50,50.98,1190914
"Cebollín",85.62,"6/11/2007","11:00am",-0.32,85.94,85.98,85.41,620500
"MO",70.12,"6/11/2007","11:01am",-0.18,70.25,70.30,69.76,2246305
"Puerro",50.505,"6/11/2007","11:01am",+0.365,50.30,50.64,50.04,3232600
"Mandarina",30.02,"6/11/2007","11:06am",-0.03,30.05,30.25,29.93,15371602
"Ajo",26.34,"6/11/2007","11:01am",-0.18,26.50,26.53,26.33,5134096
"Rabanito",62.98,"6/11/2007","11:01am",-0.09,62.80,63.12,62.75,1854046
"T",40.02,"6/11/2007","11:01am",-0.24,40.20,40.25,39.89,3531300
"Espinaca",69.91,"6/11/2007","11:00am",-0.32,69.85,70.20,69.51,658800
"Acelga",43.16,"6/11/2007","11:01am",+0.09,42.95,43.20,42.89,2288410
"Zanahoria",49.59,"6/11/2007","11:01am",-0.49,49.90,50.00,49.56,2659033
"Papa",82.98,"6/11/2007","11:01am",+0.30,82.68,83.11,82.35,3296100
"Lima",39.60,"6/11/2007","11:06am",-0.06,39.67,40.18,39.43,1189680
"Granada ",71.49,"6/11/2007","11:06am",-0.04,71.29,71.60,71.15,1226342
"Uva",63.11,"6/11/2007","11:06am",+0.07,62.79,63.11,62.42,1576120
"Ciruela",98.20,"6/11/2007","11:06am",+0.01,98.25,98.79,97.74,743800
"C",53.17,"6/11/2007","11:06am",-0.16,53.20,53.25,52.81,2445294
"Caqui",78.70,"6/11/2007","11:06am",+0.18,78.32,78.99,78.06,950252
"Berenjena",50.73,"6/11/2007","11:06am",-0.40,51.13,51.21,50.62,1165000
"Lechuga",34.24,"6/11/2007","11:06am",+0.04,34.28,34.44,34.12,1636250
"Durazno",37.3314,"6/11/2007","11:06am",+0.0114,37.07,37.41,37.05,7140328
"Remolacha",31.19,"6/11/2007","11:06am",+0.19,31.00,31.62,30.90,5065479
"Habas",37.72,"6/11/2007","11:06am",-0.23,37.78,37.83,37.62,2746169
"HON",57.04,"6/11/2007","11:06am",-0.34,57.25,57.40,57.00,851383
"Frambuesa",46.09,"6/11/2007","11:06am",+0.39,45.80,46.29,45.46,3113456
"Naranja",103.35,"6/11/2007","11:05am",+0.28,102.87,103.63,102.50,1528300
"Bruselas",21.95,"6/11/2007","11:11am",+0.12,21.70,21.98,21.69,13630344
"Batata",62.45,"6/11/2007","11:06am",+0.32,62.89,62.89,62.15,2409122
"Rúcula",50.38,"6/11/2007","11:06am",-0.03,50.41,50.55,50.05,2209200
"Repollo",51.44,"6/11/2007","11:05am",-0.23,51.67,51.82,51.32,5034642
"Cebolla",51.61,"6/11/2007","11:06am",+0.20,51.47,51.61,50.98,1307114
"Cebollín",85.66,"6/11/2007","11:06am",-0.28,85.94,85.98,85.41,642300
"MO",70.15,"6/11/2007","11:06am",-0.15,70.25,70.30,69.76,2298805
"Puerro",50.52,"6/11/2007","11:06am",+0.38,50.30,50.64,50.04,3272300
"Mandarina",30.06,"6/11/2007","11:11am",+0.01,30.05,30.25,29.93,15638561
"Ajo",26.36,"6/11/2007","11:06am",-0.16,26.50,26.53,26.33,5407496
"Rabanito",62.99,"6/11/2007","11:06am",-0.08,62.80,63.12,62.75,1906246
"T",40.01,"6/11/2007","11:06am",-0.25,40.20,40.25,39.89,3728000
"Espinaca",69.92,"6/11/2007","11:06am",-0.31,69.85,70.20,69.51,669300
"Acelga",43.17,"6/11/2007","11:06am",+0.10,42.95,43.20,42.89,2322610
"Zanahoria",49.55,"6/11/2007","11:06am",-0.53,49.90,50.00,49.55,2733633
"Papa",83.08,"6/11/2007","11:06am",+0.40,82.68,83.11,82.35,3448500
"Lima",39.52,"6/11/2007","11:11am",-0.14,39.67,40.18,39.43,1258280
"Granada ",71.50,"6/11/2007","11:11am",-0.03,71.29,71.60,71.15,1250442
"Uva",63.05,"6/11/2007","11:10am",+0.01,62.79,63.12,62.42,1588220
"Ciruela",98.16,"6/11/2007","11:11am",-0.03,98.25,98.79,97.74,759800
"C",53.18,"6/11/2007","11:11am",-0.15,53.20,53.25,52.81,2614994
"Caqui",78.82,"6/11/2007","11:11am",+0.30,78.32,78.99,78.06,992052
"Berenjena",50.72,"6/11/2007","11:11am",-0.41,51.13,51.21,50.59,1241700
"Lechuga",34.22,"6/11/2007","11:11am",+0.02,34.28,34.44,34.12,1691750
"Durazno",37.36,"6/11/2007","11:11am",+0.04,37.07,37.41,37.05,7342028
"Remolacha",31.14,"6/11/2007","11:10am",+0.14,31.00,31.62,30.90,5195679
"Habas",37.74,"6/11/2007","11:11am",-0.21,37.78,37.83,37.62,2859969
"HON",57.08,"6/11/2007","11:10am",-0.30,57.25,57.40,57.00,888783
"Frambuesa",46.08,"6/11/2007","11:11am",+0.38,45.80,46.29,45.46,3164856
"Naranja",103.34,"6/11/2007","11:11am",+0.27,102.87,103.63,102.50,1554100
"Bruselas",21.92,"6/11/2007","11:15am",+0.09,21.70,21.98,21.69,14546699
"Batata",62.49,"6/11/2007","11:11am",+0.36,62.89,62.89,62.15,2467522
"Rúcula",50.39,"6/11/2007","11:11am",-0.02,50.41,50.55,50.05,2298000
"Repollo",51.46,"6/11/2007","11:11am",-0.21,51.67,51.82,51.32,5073542
"Cebolla",51.60,"6/11/2007","11:11am",+0.19,51.47,51.62,50.98,1438514
"Cebollín",85.70,"6/11/2007","11:11am",-0.24,85.94,85.98,85.41,673300
"MO",70.2306,"6/11/2007","11:11am",-0.0694,70.25,70.30,69.76,2382105
"Puerro",50.46,"6/11/2007","11:11am",+0.32,50.30,50.64,50.04,3337000
"Mandarina",30.04,"6/11/2007","11:16am",-0.01,30.05,30.25,29.93,15908978
"Ajo",26.32,"6/11/2007","11:11am",-0.20,26.50,26.53,26.31,5832646
"Rabanito",62.99,"6/11/2007","11:11am",-0.08,62.80,63.12,62.75,1960846
"T",40.001,"6/11/2007","11:11am",-0.259,40.20,40.25,39.89,3794300
"Espinaca",69.85,"6/11/2007","11:10am",-0.38,69.85,70.20,69.51,678300
"Acelga",43.16,"6/11/2007","11:10am",+0.09,42.95,43.20,42.89,2358345
"Zanahoria",49.64,"6/11/2007","11:11am",-0.44,49.90,50.00,49.55,2915433
"Papa",83.09,"6/11/2007","11:11am",+0.41,82.68,83.11,82.35,3609300
"Lima",39.48,"6/11/2007","11:16am",-0.18,39.67,40.18,39.43,1290380
"Granada ",71.42,"6/11/2007","11:16am",-0.11,71.29,71.60,71.15,1276442
"Uva",63.01,"6/11/2007","11:16am",-0.03,62.79,63.12,62.42,1616220
"Ciruela",98.01,"6/11/2007","11:16am",-0.18,98.25,98.79,97.74,777300
"C",53.23,"6/11/2007","11:16am",-0.10,53.20,53.25,52.81,2793394
"Caqui",78.65,"6/11/2007","11:16am",+0.13,78.32,78.99,78.06,1046952
"Berenjena",50.70,"6/11/2007","11:16am",-0.43,51.13,51.21,50.59,1337600
"Lechuga",34.20,"6/11/2007","11:15am",0.00,34.28,34.44,34.12,1805250
"Durazno",37.35,"6/11/2007","11:16am",+0.03,37.07,37.41,37.05,7601178
"Remolacha",31.10,"6/11/2007","11:15am",+0.10,31.00,31.62,30.90,5260279
"Habas",37.73,"6/11/2007","11:16am",-0.22,37.78,37.83,37.62,2927469
"HON",56.965,"6/11/2007","11:16am",-0.415,57.25,57.40,56.93,940183
"Frambuesa",46.04,"6/11/2007","11:16am",+0.34,45.80,46.29,45.46,3255956
"Naranja",103.24,"6/11/2007","11:16am",+0.17,102.87,103.63,102.50,1595900
"Bruselas",21.92,"6/11/2007","11:21am",+0.09,21.70,21.98,21.69,14851182
"Batata",62.55,"6/11/2007","11:16am",+0.42,62.89,62.89,62.15,2628222
"Rúcula",50.32,"6/11/2007","11:16am",-0.09,50.41,50.55,50.05,2372200
"Repollo",51.46,"6/11/2007","11:16am",-0.21,51.67,51.82,51.32,5091242
"Cebolla",51.49,"6/11/2007","11:15am",+0.08,51.47,51.62,50.98,1719114
"Cebollín",85.57,"6/11/2007","11:15am",-0.37,85.94,85.98,85.41,691600
"MO",70.17,"6/11/2007","11:16am",-0.13,70.25,70.30,69.76,2466057
"Puerro",50.52,"6/11/2007","11:16am",+0.38,50.30,50.64,50.04,3543600
"Mandarina",30.025,"6/11/2007","11:20am",-0.025,30.05,30.25,29.93,16110835
"Ajo",26.33,"6/11/2007","11:16am",-0.19,26.50,26.53,26.31,6034446
"Rabanito",62.96,"6/11/2007","11:16am",-0.11,62.80,63.12,62.75,2028646
"T",39.97,"6/11/2007","11:16am",-0.29,40.20,40.25,39.89,3937400
"Espinaca",69.81,"6/11/2007","11:15am",-0.42,69.85,70.20,69.51,697600
"Acelga",43.15,"6/11/2007","11:16am",+0.08,42.95,43.20,42.89,2414845
"Zanahoria",49.63,"6/11/2007","11:16am",-0.45,49.90,50.00,49.55,3029233
"Papa",82.96,"6/11/2007","11:16am",+0.28,82.68,83.11,82.35,3750000
"Lima",39.46,"6/11/2007","11:20am",-0.20,39.67,40.18,39.43,1318080
"Granada ",71.37,"6/11/2007","11:20am",-0.16,71.29,71.60,71.15,1313142
"Uva",63.09,"6/11/2007","11:21am",+0.05,62.79,63.12,62.42,1639320
"Ciruela",98.06,"6/11/2007","11:21am",-0.13,98.25,98.79,97.74,796300
"C",53.24,"6/11/2007","11:21am",-0.09,53.20,53.26,52.81,2937494
"Caqui",78.72,"6/11/2007","11:21am",+0.20,78.32,78.99,78.06,1095252
"Berenjena",50.67,"6/11/2007","11:21am",-0.46,51.13,51.21,50.59,1421500
"Lechuga",34.21,"6/11/2007","11:21am",+0.01,34.28,34.44,34.12,1882850
"Durazno",37.41,"6/11/2007","11:21am",+0.09,37.07,37.43,37.05,8394078
"Remolacha",31.06,"6/11/2007","11:21am",+0.06,31.00,31.62,30.90,5321979
